split	id	before	after	chars_found
devtest	0	"Tura nesεa tiɣeṛdayin n 4 n wagguren di leεmeṛ-nsent ur nesεi aṭṭan n skeṛ yuḍnen zik skeṛ," i d-yerna.	"Tura nesɛa tiɣeṛdayin n 4 n wagguren di leɛmeṛ-nsent ur nesɛi aṭṭan n skeṛ yuḍnen zik skeṛ," i d-yerna.	ε
devtest	1	Amejjay Ehud Ur, aselmad n tujjya deg Tesdawit Dalhusi di Halifaks, Tikuṣt Tamaynut yerna d aselway n taẓunt taklinikt d tussnant n Tddukla Takanadyant n Waṭṭan n Skeṛ iεeggen-d d akken tagmi mazal-itt deg ussan-is imenza.	Amejjay Ehud Ur, aselmad n tujjya deg Tesdawit Dalhusi di Halifaks, Tikuṣt Tamaynut yerna d aselway n taẓunt taklinikt d tussnant n Tddukla Takanadyant n Waṭṭan n Skeṛ iɛeggen-d d akken tagmi mazal-itt deg ussan-is imenza.	ε
devtest	2	Am yimusnawen niḍen, yella deg ul-is ccek ɣef ma yella dɣa d saḥ aṭṭan n skeṛ yesεa dwa-s, imi neẓra d akken igemmuḍen-agi ur εnin ara imdanen yesεan aṭṭan n skeṛ n Wanaw 1 yakkan.	Am yimusnawen niḍen, yella deg ul-is ccek ɣef ma yella dɣa d saḥ aṭṭan n skeṛ yesɛa dwa-s, imi neẓra d akken igemmuḍen-agi ur ɛnin ara imdanen yesɛan aṭṭan n skeṛ n Wanaw 1 yakkan.	ε
devtest	3	Deg wass n Warim, Sara Danyus, tamarayt tameɣlalt n Usmil Nubel n Tsekla deg Tesgrasnawit Taswidit, tberreḥ-d εinani deg wahil n ṛṛadyu di Ṛṛadyu Sferiges di Swid asmil, ur yessaweḍ ara ad yeṭṭef Bub Dilan srid mi yerbeḥ Araz Nubel n Tsekla n 2016, dayen bran-as i wussis i wakken ad t-id-ṭfen.	Deg wass n Warim, Sara Danyus, tamarayt tameɣlalt n Usmil Nubel n Tsekla deg Tesgrasnawit Taswidit, tberreḥ-d ɛinani deg wahil n ṛṛadyu di Ṛṛadyu Sferiges di Swid asmil, ur yessaweḍ ara ad yeṭṭef Bub Dilan srid mi yerbeḥ Araz Nubel n Tsekla n 2016, dayen bran-as i wussis i wakken ad t-id-ṭfen.	ε
devtest	4	Tenna-d Danyus, "Tura akka ur nxeddem acemma. Ssawleɣ yerna ceggεeɣ iznan iliktruniyen i yecriken-is iqriben mliḥ yerna neṭṭef tiririyin tiḥmayanin. Di teswiεt-agi, iga lεum s tidet."	Tenna-d Danyus, "Tura akka ur nxeddem acemma. Ssawleɣ yerna ceggɛeɣ iznan iliktruniyen i yecriken-is iqriben mliḥ yerna neṭṭef tiririyin tiḥmayanin. Di teswiɛt-agi, iga lɛum s tidet."	ε
devtest	8	Γer taggara n 2017, Siminuff iban-d deg umaṭṭaf n tiliẓṛi KFS.	Ɣer taggara n 2017, Siminuff iban-d deg umaṭṭaf n tiliẓṛi KFS.	Γ
devtest	12	Deg uεraḍ BALM, ZMabb yella-d d tirmit tagejdant, aya yebɣa ad yini d akken imusnawen ssexdamen-t am lsas dɣa sserwasen ddwawat niḍen ɣer-s.	Deg uɛraḍ BALM, ZMabb yella-d d tirmit tagejdant, aya yebɣa ad yini d akken imusnawen ssexdamen-t am lsas dɣa sserwasen ddwawat niḍen ɣer-s.	ε
devtest	14	Nedda d wawal i d-yennan d akken nnfeε n yinaddalen-neɣ d isriren-neɣ, d waddal-nsen, ad yili d amaway ma nuẓa ɣer zdat s ubeddel imeεnen di tuddsa-neɣ, wala s uḥbas n umtawi.	Nedda d wawal i d-yennan d akken nnfeɛ n yinaddalen-neɣ d isriren-neɣ, d waddal-nsen, ad yili d amaway ma nuẓa ɣer zdat s ubeddel imeɛnen di tuddsa-neɣ, wala s uḥbas n umtawi.	ε
devtest	16	USA Gymnastics d USUS sεan yiwen n yiswi - ad arren addal-agi n gimnastik, d wiyyaḍ, d at tɣellist alma d ulamek i wakken ad ḍefren inaddalen tirga-nsen deg adeg n tɣellist, ufrir d win i d-yettaken tabɣest.	USA Gymnastics d USUS sɛan yiwen n yiswi - ad arren addal-agi n gimnastik, d wiyyaḍ, d at tɣellist alma d ulamek i wakken ad ḍefren inaddalen tirga-nsen deg adeg n tɣellist, ufrir d win i d-yettaken tabɣest.	ε
devtest	17	Deg useggas n 1960, Brzezinski yexdem ɣer Jun F. Kennedi d amendaṛ mbaεd yexdem di tedbelt n Lindun B. Junsun.	Deg useggas n 1960, Brzezinski yexdem ɣer Jun F. Kennedi d amendaṛ mbaɛd yexdem di tedbelt n Lindun B. Junsun.	ε
devtest	19	Mi yella d ATT, iεawen Karter deg usefrek n leqdicat n umaḍal s wudem amesnassaɣ, am Imsisan Kamb Dafid, 1978; s uslugen n wassaɣen ger Marikan-Cinwa ɣer taggara n 1970; Tagrawla n Iran, i d-yeglan s tezɣent n umerhun Irani, 1979; d unbaz Asufyiti di Afɣanistan, 1979.	Mi yella d ATT, iɛawen Karter deg usefrek n leqdicat n umaḍal s wudem amesnassaɣ, am Imsisan Kamb Dafid, 1978; s uslugen n wassaɣen ger Marikan-Cinwa ɣer taggara n 1970; Tagrawla n Iran, i d-yeglan s tezɣent n umerhun Irani, 1979; d unbaz Asufyiti di Afɣanistan, 1979.	ε
devtest	25	Aberreḥ yella-d mbaεd mi yehḍer Trumb di tiliɣṛi akked Uselway Atuṛki Reseb Tayyib Erdugan.	Aberreḥ yella-d mbaɛd mi yehḍer Trumb di tiliɣṛi akked Uselway Atuṛki Reseb Tayyib Erdugan.	ε
devtest	26	Ṭuṛk ula d nettat ad teṭṭef nnuba-s deg uqareε n yimnaɣen ISIS wid, amek i yella deg uberreḥ, i ugin iɣlalen Urfiyen ad jemεen ɣer-sen.	Ṭuṛk ula d nettat ad teṭṭef nnuba-s deg uqareɛ n yimnaɣen ISIS wid, amek i yella deg uberreḥ, i ugin iɣlalen Urfiyen ad jemɛen ɣer-sen.	ε
devtest	27	Ay-agi ur d-iwekked ara kan d akken ma drus maḍi kra n yidinuẓuren sεan rric, d yiwet n tiẓṛi yucaεen, maca yegla-d s kra n ttfaṣil ur zmiren ad mlen ifuṣilen s umata, am yini d ubraz n tiddi tis kraḍ.	Ay-agi ur d-iwekked ara kan d akken ma drus maḍi kra n yidinuẓuren sɛan rric, d yiwet n tiẓṛi yucaɛen, maca yegla-d s kra n ttfaṣil ur zmiren ad mlen ifuṣilen s umata, am yini d ubraz n tiddi tis kraḍ.	ε
devtest	28	Imusnawen qqaren-d d akken rric n uɣerṣiw-agi d aqehwi s ufella d aceεlal neɣ am yini n carutenuyid s daxel.	Imusnawen qqaren-d d akken rric n uɣerṣiw-agi d aqehwi s ufella d aceɛlal neɣ am yini n carutenuyid s daxel.	ε
devtest	30	Imi rric n yidinuẓuren ur yennerna ara ujgu-nsen, i wumi qqaren ajgu alemmas, maca yesεa tulmisin niḍen n rric - ibarben d ibarbulen - inagmayen fehmen d akken ajgu alemmas am ahat taneflit n temhazt iεeṭlen maci am tulmisin niḍen.	Imi rric n yidinuẓuren ur yennerna ara ujgu-nsen, i wumi qqaren ajgu alemmas, maca yesɛa tulmisin niḍen n rric - ibarben d ibarbulen - inagmayen fehmen d akken ajgu alemmas am ahat taneflit n temhazt iɛeṭlen maci am tulmisin niḍen.	ε
devtest	31	Taɣessa n rric temla-d d akken ur ttwaxdamen ara i wafug maca i useεdel neɣ i tumla n teẓɣelt.	Taɣessa n rric temla-d d akken ur ttwaxdamen ara i wafug maca i useɛdel neɣ i tumla n teẓɣelt.	ε
devtest	35	Tamsulta tenna-d d akken cukken deg yiwen i d-nnan d ameɣnas n Daεec (ISIL) d netta i d amasay n tummɣa-agi.	Tamsulta tenna-d d akken cukken deg yiwen i d-nnan d ameɣnas n Daɛec (ISIL) d netta i d amasay n tummɣa-agi.	ε
devtest	42	Ay-agi yeǧǧa-t ad yili yemṣadan mezgalu akked 802.11a, 802.11b d 802.11g, ilaq kan ad tesεu taɣsert n usadur snat n ṛṛadyuwat.	Ay-agi yeǧǧa-t ad yili yemṣadan mezgalu akked 802.11a, 802.11b d 802.11g, ilaq kan ad tesɛu taɣsert n usadur snat n ṛṛadyuwat.	ε
devtest	44	Dufall, izewǧen s sin n warraw-is imengaḍen, ur yeεǧib ara i Miller, uɣur tcudd teqṣiṭ.	Dufall, izewǧen s sin n warraw-is imengaḍen, ur yeɛǧib ara i Miller, uɣur tcudd teqṣiṭ.	ε
devtest	51	Iεeggen d akken ur yelli d acu ad iḍemnen d akken ad tili tigawt di Ɛiraq ad yesḥebsen traḍ n yigrawen, takriṭ yettnernin, neɣ aɣelluy ɣer uhetwir.	Iɛeggen d akken ur yelli d acu ad iḍemnen d akken ad tili tigawt di Ɛiraq ad yesḥebsen traḍ n yigrawen, takriṭ yettnernin, neɣ aɣelluy ɣer uhetwir.	ε
devtest	53	Aṛabul isenqed mliḥ yal timeẓṛi n tsertit-agi n tura n Uselkam ɣef ayen yeεnan Ɛiraq yerna yeḥwaǧ abeddel dindin n tnila.	Aṛabul isenqed mliḥ yal timeẓṛi n tsertit-agi n tura n Uselkam ɣef ayen yeɛnan Ɛiraq yerna yeḥwaǧ abeddel dindin n tnila.	ε
devtest	55	Tasinatuṛt n tura d Tmeṭṭut Tamenzut n Arjentin Kristina Fernandez de Kircner tberreḥ-d s tbeddit-is taselwayant tameddit n yiḍelli di La Blata, tamdint ibeεden s 50 ikilumiṭren (31 n yimaylen) ɣef Bwenu Airs.	Tasinatuṛt n tura d Tmeṭṭut Tamenzut n Arjentin Kristina Fernandez de Kircner tberreḥ-d s tbeddit-is taselwayant tameddit n yiḍelli di La Blata, tamdint ibeɛden s 50 ikilumiṭren (31 n yimaylen) ɣef Bwenu Airs.	ε
devtest	57	Askasi icεel-d s uzernen yellan ɣef udrim yettuṣeṛṛfen ɣef ussukkes d wallus n tmeṣkiwt mi d-ban Tbuciḍant Katrina; i wumi sawalen kra n yimagaẓen n tedrimt s usaran "Aɣawas n Nyu Urliyan n Buc".	Askasi icɛel-d s uzernen yellan ɣef udrim yettuṣeṛṛfen ɣef ussukkes d wallus n tmeṣkiwt mi d-ban Tbuciḍant Katrina; i wumi sawalen kra n yimagaẓen n tedrimt s usaran "Aɣawas n Nyu Urliyan n Buc".	ε
devtest	63	Inmezruyen zeɣnen imsulta n FBI iqdimen imi sḥerṣen ɣef yiweẓla yesεan tifrat isehlen, ladɣa iweẓla n tkeṛṛyas yettwakren, tiṭ-nsen ad ssalin afmiḍi n rbeḥ n tesnurayt.	Inmezruyen zeɣnen imsulta n FBI iqdimen imi sḥerṣen ɣef yiweẓla yesɛan tifrat isehlen, ladɣa iweẓla n tkeṛṛyas yettwakren, tiṭ-nsen ad ssalin afmiḍi n rbeḥ n tesnurayt.	ε
devtest	65	Rubin Utaba yeṣṣaweḍ tineqqiḍin εlayen akk deg tuzzya s uεekkaz deg Ubazball, 70 n tuzzyiwin s 41 n tkurin kan imi yeṣṣaweḍ 11 n wukkuẓen d 2 n yiseddisen.	Rubin Utaba yeṣṣaweḍ tineqqiḍin ɛlayen akk deg tuzzya s uɛekkaz deg Ubazball, 70 n tuzzyiwin s 41 n tkurin kan imi yeṣṣaweḍ 11 n wukkuẓen d 2 n yiseddisen.	ε
devtest	66	Wid yekkaten takurt s uεekkaz ilemmasen, Sacin Tendulkar d Rahul Drafid, uraren akken iwata yerna rran tadukli n mya.	Wid yekkaten takurt s uɛekkaz ilemmasen, Sacin Tendulkar d Rahul Drafid, uraren akken iwata yerna rran tadukli n mya.	ε
devtest	70	Seld dduṛt n lexṣara deg tefranin n uzgen n tanabadt, Buc ixeber-d imsefliden ɣef asewseε n umbeddel di Asya.	Seld dduṛt n lexṣara deg tefranin n uzgen n tanabadt, Buc ixeber-d imsefliden ɣef asewseɛ n umbeddel di Asya.	ε
devtest	71	Aneɣlaf Amenzu Stefen Harber yeqbel ad iceggeε 'Arra n Umtawa' i Usmil n yak ikabaren i wakken as-εawden tamuɣli, uqbel taɣuri-ines tis snat, seld timlilit n 25 n tesdatin n wass n Aram akked uɣella n NDB Jak Laytun deg BMU.	Aneɣlaf Amenzu Stefen Harber yeqbel ad iceggeɛ 'Arra n Umtawa' i Usmil n yak ikabaren i wakken as-ɛawden tamuɣli, uqbel taɣuri-ines tis snat, seld timlilit n 25 n tesdatin n wass n Aram akked uɣella n NDB Jak Laytun deg BMU.	ε
devtest	75	Γef leḥsab n warid aneggaru, taɣuri n yeswir n yilel yemla-d d akken ixleq-d atsunami. Skelsen-d kra n urmud n tsunami s wudem anelkan zdat n Bagu Bagu d Niue.	Ɣef leḥsab n warid aneggaru, taɣuri n yeswir n yilel yemla-d d akken ixleq-d atsunami. Skelsen-d kra n urmud n tsunami s wudem anelkan zdat n Bagu Bagu d Niue.	Γ
devtest	76	Ur d-ssawḍen ara kra n lexṣara neɣ ljerḥ meqqren di Tunga, maca truḥ trisiti i ciṭ n wakud, akken i d-nnan d ayen yeṭṭfen imsulta n Tungan i wakken ad remsen aεeggen i d-suffɣen BTWC.	Ur d-ssawḍen ara kra n lexṣara neɣ ljerḥ meqqren di Tunga, maca truḥ trisiti i ciṭ n wakud, akken i d-nnan d ayen yeṭṭfen imsulta n Tungan i wakken ad remsen aɛeggen i d-suffɣen BTWC.	ε
devtest	77	Mray d ukkuẓ n yiɣerbazen di Hawaii i d-yezgan ɣef teftisin neɣ zdat-sent ɣelqen ula de wass n Ahad xas akken iεedda uεeggen.	Mray d ukkuẓ n yiɣerbazen di Hawaii i d-yezgan ɣef teftisin neɣ zdat-sent ɣelqen ula de wass n Ahad xas akken iɛedda uɛeggen.	ε
devtest	83	Agmam wis Ṭẓa, anda d-yella uḥemmal n waman yewḍen 20 n yiḍaren deg Tbuciḍant Katrina, tura akka aman deg-s ttawḍen-d ɣer wammas imi iεedda taseɣlit iqerben.	Agmam wis Ṭẓa, anda d-yella uḥemmal n waman yewḍen 20 n yiḍaren deg Tbuciḍant Katrina, tura akka aman deg-s ttawḍen-d ɣer wammas imi iɛedda taseɣlit iqerben.	ε
devtest	85	Anedbal amezdi Adam Kwerden yemla-d d akken ur s-d-yeεǧib ara lḥal imi yettwamḥa mi yemmeslay i Wikinyuz aggur iεeddan.	Anedbal amezdi Adam Kwerden yemla-d d akken ur s-d-yeɛǧib ara lḥal imi yettwamḥa mi yemmeslay i Wikinyuz aggur iɛeddan.	ε
devtest	86	"Netta [Wales] yeskaddeb fell-aɣ si tazwara. Di tazwara, imi yerra iman-is amzun ay-agi yella-d i sebbat tuzrifin. Tis snat, imi yesnaεmal yesla-aɣ-d, alama d tukksa n tẓuri-ines."	"Netta [Wales] yeskaddeb fell-aɣ si tazwara. Di tazwara, imi yerra iman-is amzun ay-agi yella-d i sebbat tuzrifin. Tis snat, imi yesnaɛmal yesla-aɣ-d, alama d tukksa n tẓuri-ines."	ε
devtest	94	Tinbaḍin tidiganin εeggnent i yimezdaɣ yellan di tnarga n tneɣraft ad qqimen s daxel n yixxamen-nsen, ad sexsin arumen n waḍu yerna ur tessen ara aman n tbernint.	Tinbaḍin tidiganin ɛeggnent i yimezdaɣ yellan di tnarga n tneɣraft ad qqimen s daxel n yixxamen-nsen, ad sexsin arumen n waḍu yerna ur tessen ara aman n tbernint.	ε
devtest	95	Γef leḥsab n tengit timiɣest n Jabu, ufan-d kasyum d ayudin iradyuaktifen di tneɣraft.	Ɣef leḥsab n tengit timiɣest n Jabu, ufan-d kasyum d ayudin iradyuaktifen di tneɣraft.	Γ
devtest	98	Deg yiwet n temlilit, yenna-d d akken anaw-agi amaynut "d amihaw yerna yewεer maci d kra acku afmiḍi n tmettant yuli mliḥ."	Deg yiwet n temlilit, yenna-d d akken anaw-agi amaynut "d amihaw yerna yewɛer maci d kra acku afmiḍi n tmettant yuli mliḥ."	ε
devtest	108	Tamejjayt Malar Balasubramanian, 29, ufan-tt di Blu Ac, Uhayu, ɣer rrif n temdint tamudi 15 n yimaylen deg ugafa n Sinsinnati teẓẓel di lqaεa ɣer tama n ubrid telsa atriku d iceṭṭiḍen n daxel tettban tesswa aṭas n yisufar.	Tamejjayt Malar Balasubramanian, 29, ufan-tt di Blu Ac, Uhayu, ɣer rrif n temdint tamudi 15 n yimaylen deg ugafa n Sinsinnati teẓẓel di lqaɛa ɣer tama n ubrid telsa atriku d iceṭṭiḍen n daxel tettban tesswa aṭas n yisufar.	ε
devtest	109	Tewehha i yifesyanen abrid ɣer Tkeṛṛust-is taberkant Uldsmubil Intrig ibeεden s 500 n lmitrat kan.	Tewehha i yifesyanen abrid ɣer Tkeṛṛust-is taberkant Uldsmubil Intrig ibeɛden s 500 n lmitrat kan.	ε
devtest	114	Tazitmurt teǧǧa anabaḍ Ahendi ad yeddem tigawin am uceggeε n wid ad yeṭṭfen ilfan deg tamiwin yenṭaren, afraq n yigiman n yisebran mgal tizitt d ireccacen n dwa n tizitt.	Tazitmurt teǧǧa anabaḍ Ahendi ad yeddem tigawin am uceggeɛ n wid ad yeṭṭfen ilfan deg tamiwin yenṭaren, afraq n yigiman n yisebran mgal tizitt d ireccacen n dwa n tizitt.	ε
devtest	115	Anabaḍ iṛeggem imelyanen n tqaṛuṛin n tgezzayin n unsifalitis, d ayen ad iεiwnen tisnuray n tdawsa ad heggint i useggas i d-iteddun.	Anabaḍ iṛeggem imelyanen n tqaṛuṛin n tgezzayin n unsifalitis, d ayen ad iɛiwnen tisnuray n tdawsa ad heggint i useggas i d-iteddun.	ε
devtest	119	Imi tzad tɣaṛa n umahil-is mačči d kra yerna d usdid yella-d gar "yismawen n twacult" drusen maḍi ɣer wid ijemmεen tifagurin. Kra muzzgen deg unejmuε n umahil-is kan.	Imi tzad tɣaṛa n umahil-is mačči d kra yerna d usdid yella-d gar "yismawen n twacult" drusen maḍi ɣer wid ijemmɛen tifagurin. Kra muzzgen deg unejmuɛ n umahil-is kan.	ε
devtest	122	Seld mi d-teḍra twaɣit, wwin Gibsun ɣer Uxxam n Tujjya maca yemmut ciṭ kan mbaεd.	Seld mi d-teḍra twaɣit, wwin Gibsun ɣer Uxxam n Tujjya maca yemmut ciṭ kan mbaɛd.	ε
devtest	123	Amesnay n usbabbay, yesεan 64 n yiseggasen di leεmeṛ-is, ur yejriḥ ara deg twaɣit.	Amesnay n usbabbay, yesɛan 64 n yiseggasen di leɛmeṛ-is, ur yejriḥ ara deg twaɣit.	ε
devtest	124	Sbeεden takeṛṛust s timmad-is seg wadeg n twaɣit tamudi n 1200 GMT deg wass-nni.	Sbeɛden takeṛṛust s timmad-is seg wadeg n twaɣit tamudi n 1200 GMT deg wass-nni.	ε
devtest	127	Isental niḍen di tesmektit di Bali seg-sen aseḥbiber ɣef tẓegwa n umaḍal i d-yegran, akked ttiknilujiyen icerken i wakken ad εiwnen iɣlanen deg ubrid n tneflit ad nneflin mebla asimes.	Isental niḍen di tesmektit di Bali seg-sen aseḥbiber ɣef tẓegwa n umaḍal i d-yegran, akked ttiknilujiyen icerken i wakken ad ɛiwnen iɣlanen deg ubrid n tneflit ad nneflin mebla asimes.	ε
devtest	128	Ula d Iɣlanen Yeddukklen ssaramen ad jemεen idrimen i wakken ad εiwnen timura iḥuza useḥmu agraɣlan akken ad qablent tilkamin.	Ula d Iɣlanen Yeddukklen ssaramen ad jemɛen idrimen i wakken ad ɛiwnen timura iḥuza useḥmu agraɣlan akken ad qablent tilkamin.	ε
devtest	133	Imestagen εerḍen ad srekden taswiεt, maca asuter n yimeḥbas ur iban ara.	Imestagen ɛerḍen ad srekden taswiɛt, maca asuter n yimeḥbas ur iban ara.	ε
devtest	136	Tirebbuyaε n usellek si tmes sexsin times ɣef 11:35 n tmeddit.	Tirebbuyaɛ n usellek si tmes sexsin times ɣef 11:35 n tmeddit.	ε
devtest	139	Γef waya, snat n ccetlat n yiselman inegren, d snat niḍen i yellan ddeg ubrid n nger, seg-sent acufesn bu teεrurt.	Ɣef waya, snat n ccetlat n yiselman inegren, d snat niḍen i yellan ddeg ubrid n nger, seg-sent acufesn bu teɛrurt.	Γ,ε
devtest	140	Γas akken aswir n waman ad yali s kra n lmitrat kan seld aḥemmal, tinabaḍin ssarament ad iqid i wakken ad yesseqεed ifeggagen n umlal yettwahudden.	Ɣas akken aswir n waman ad yali s kra n lmitrat kan seld aḥemmal, tinabaḍin ssarament ad iqid i wakken ad yesseqɛed ifeggagen n umlal yettwahudden.	Γ,ε
devtest	141	Ur yelli uεeggen mgal atsunami i d-yeffɣen, yerna ɣef leḥsab n tesnurayt Jakarta n tfizikt n trakalt, ur d-yetteffeɣ uεeggen acku anhaz n tamurt ur yessaweḍ ara tawtilt n wazal 6.5.	Ur yelli uɛeggen mgal atsunami i d-yeffɣen, yerna ɣef leḥsab n tesnurayt Jakarta n tfizikt n trakalt, ur d-yetteffeɣ uɛeggen acku anhaz n tamurt ur yessaweḍ ara tawtilt n wazal 6.5.	ε
devtest	142	Γas akka ur yelli waggaz n utsunami, imezdaɣ yebda ad ten-iteffeɣ leεqel dɣa ǧǧan ixxamen-nsen d leqicat-nsen.	Ɣas akka ur yelli waggaz n utsunami, imezdaɣ yebda ad ten-iteffeɣ leɛqel dɣa ǧǧan ixxamen-nsen d leqicat-nsen.	Γ,ε
devtest	143	Γas akken Winfrey ulin-as-d imeṭṭawen deg umsifeḍ-ines, tsefra i yimeḍfaren-is d akken ad tuɣal.	Ɣas akken Winfrey ulin-as-d imeṭṭawen deg umsifeḍ-ines, tsefra i yimeḍfaren-is d akken ad tuɣal.	Γ
devtest	145	Igemmaḍen ineggura si tefranin tiselwayanin d tiwamniyin Tinambyatin mlan-d d akken aselway ad yeffɣen, Hifikebunye Buhamba, iεawed ifern-it umur ameqqran seg ugdud.	Igemmaḍen ineggura si tefranin tiselwayanin d tiwamniyin Tinambyatin mlan-d d akken aselway ad yeffɣen, Hifikebunye Buhamba, iɛawed ifern-it umur ameqqran seg ugdud.	ε
devtest	147	Tikra n Udukkel d tid n Afɣanistan ruḥent ɣer temnaḍt i wakken ad ḥudden adeg yerna ceggεen-d tinaffagin n tdukkli ɣer dina i wakken ad εawnent.	Tikra n Udukkel d tid n Afɣanistan ruḥent ɣer temnaḍt i wakken ad ḥudden adeg yerna ceggɛen-d tinaffagin n tdukkli ɣer dina i wakken ad ɛawnent.	ε
devtest	148	Tawaɣit teḍra-d ussawen deg unnar n udrar, yerna cukken d agemmaḍ n times iweεren.	Tawaɣit teḍra-d ussawen deg unnar n udrar, yerna cukken d agemmaḍ n times iweɛren.	ε
devtest	149	Ussisen n unadi ɣef wadeg n twaɣit yemlal-iten-id lḥal ixeṣren d wannar iweεren.	Ussisen n unadi ɣef wadeg n twaɣit yemlal-iten-id lḥal ixeṣren d wannar iweɛren.	ε
devtest	158	Akk ikeččumen n yifri, i wumi semman " Ṣa n Tyessetmatin", sεan ma drus maḍi 100 neɣ 250 n lmitrat (328 neɣ 820 feet) n dyametr.	Akk ikeččumen n yifri, i wumi semman " Ṣa n Tyessetmatin", sɛan ma drus maḍi 100 neɣ 250 n lmitrat (328 neɣ 820 feet) n dyametr.	ε
devtest	161	"Tazɣelt-nsen mačči d tin yellan d turkidt am yifri meqqren deg Umaḍal yettaṭṭafen yiwet n tezɣelt turkidt, maca yella-d waya imi d imerǧan lqayen s daxel n lqaεa," i d-yenna Glenn Kucin n Terbaεt n Tsestant n Tussna n Lqaεa d Tussna n Yitran d Lqaεa n Yiwunak Yeddukklen (TTYY) akked tin n Tesdawit n Arizuna n Ugafa i d-yezgan di Flagstaff, Arizuna."	"Tazɣelt-nsen mačči d tin yellan d turkidt am yifri meqqren deg Umaḍal yettaṭṭafen yiwet n tezɣelt turkidt, maca yella-d waya imi d imerǧan lqayen s daxel n lqaɛa," i d-yenna Glenn Kucin n Terbaɛt n Tsestant n Tussna n Lqaɛa d Tussna n Yitran d Lqaɛa n Yiwunak Yeddukklen (TTYY) akked tin n Tesdawit n Arizuna n Ugafa i d-yezgan di Flagstaff, Arizuna."	ε
devtest	162	Di Franṣa, afran yella si zik d tirmit ur nessexdam tatiknulujit εlayen: wid ifernen εezzlen iman-nsen deg texxamt tamecṭuḥt, ttarran tawriqt i d-yettwasaggzen uqbel anda jerden isem n umazwar fernen s daxel n teɣlaft.	Di Franṣa, afran yella si zik d tirmit ur nessexdam tatiknulujit ɛlayen: wid ifernen ɛezzlen iman-nsen deg texxamt tamecṭuḥt, ttarran tawriqt i d-yettwasaggzen uqbel anda jerden isem n umazwar fernen s daxel n teɣlaft.	ε
devtest	165	Si 1988, isendyaq-nni ilaq ad ilin d ifrawanen i wakken at yedɣaṛen d iεessasen zemren ad walin d akken ur telli teɣlaft uqbel ad yebdu ufran u d akken ur d-terni teɣlaft siwa tid i d-sseddan di leḥsab d bu yedɣaṛen i wumi εemden.	Si 1988, isendyaq-nni ilaq ad ilin d ifrawanen i wakken at yedɣaṛen d iɛessasen zemren ad walin d akken ur telli teɣlaft uqbel ad yebdu ufran u d akken ur d-terni teɣlaft siwa tid i d-sseddan di leḥsab d bu yedɣaṛen i wumi ɛemden.	ε
devtest	166	Imazwaren zemren ad ceggεen igensasen i wakken ad ḥeḍren i yal aḥric n ukala. Di tmeddit, idɣaren ḥesben-ten iwiziwen ddaw n tεessast yettwaḥarṣen, s uḍfar n tkaliwin tuzzigin.	Imazwaren zemren ad ceggɛen igensasen i wakken ad ḥeḍren i yal aḥric n ukala. Di tmeddit, idɣaren ḥesben-ten iwiziwen ddaw n tɛessast yettwaḥarṣen, s uḍfar n tkaliwin tuzzigin.	ε
devtest	167	ASUS Eee BC, bedren-d zik yakan imgan n yimeẓla igraɣlanen n ujmaε n udrim, i yuɣalen d asentel yesεan azal di 2007 Aggur IT n Taybay.	ASUS Eee BC, bedren-d zik yakan imgan n yimeẓla igraɣlanen n ujmaɛ n udrim, i yuɣalen d asentel yesɛan azal di 2007 Aggur IT n Taybay.	ε
devtest	170	Deg ussan-is imezwura, ahil yettili-d kan deg usmel internet n ṛṛadyu yettεeṭṭilen Ṛṛadyu TugiNet, asmel iwehhan ɣer ṛṛadyu n umeslay.	Deg ussan-is imezwura, ahil yettili-d kan deg usmel internet n ṛṛadyu yettɛeṭṭilen Ṛṛadyu TugiNet, asmel iwehhan ɣer ṛṛadyu n umeslay.	ε
devtest	171	Γer taggara n 2015, TugiNet tesbedd Ṛṛadyu AstruNet d taɣsert tis snat ddaw n tmezwarut.	Ɣer taggara n 2015, TugiNet tesbedd Ṛṛadyu AstruNet d taɣsert tis snat ddaw n tmezwarut.	Γ
devtest	172	Di tazwara sεeddayen-d deg ahil-agi izeffanen ibujaden, izedɣen di Teksas n Usamar.	Di tazwara sɛeddayen-d deg ahil-agi izeffanen ibujaden, izedɣen di Teksas n Usamar.	ε
devtest	187	Tixxamin curεen Ṛebbi ɣef "tmettant, ahuddu d usewḥec icuεen n yimelyunen d imelyunen n yimezdaɣ n Umaḍal."	Tixxamin curɛen Ṛebbi ɣef "tmettant, ahuddu d usewḥec icuɛen n yimelyunen d imelyunen n yimezdaɣ n Umaḍal."	ε
devtest	188	Tixxamin, tirnaflasin, tenna-d d akken azmaẓ "ur yesεi ara lmeεna" yerna "menwala ad icareε menwala."	Tixxamin, tirnaflasin, tenna-d d akken azmaẓ "ur yesɛi ara lmeɛna" yerna "menwala ad icareɛ menwala."	ε
devtest	190	Γef waya, isegbaren ttkeyyifen leḥcic ɣef usayes, yerna amezgun s timmad-is yessebɣes imfarǧen ad ernun ɣer-sen.	Ɣef waya, isegbaren ttkeyyifen leḥcic ɣef usayes, yerna amezgun s timmad-is yessebɣes imfarǧen ad ernun ɣer-sen.	Γ
devtest	194	Bakman, irebḥen Tasestant Ames Straw di Γuct, teɣtes ad tekfu asizzel-ines.	Bakman, irebḥen Tasestant Ames Straw di Ɣuct, teɣtes ad tekfu asizzel-ines.	Γ
